City,Suburb,"Sales
4Q 2018","Median
4Q 2018","Sales
4Q 2019","Median
4Q 2019","Median
Change"
ADELAIDE,ADELAIDE,5,"1,590,000",4,"770,117",-51.56%
ADELAIDE,NORTH ADELAIDE,9,"1,395,000",10,"1,352,500",-3.05%
ADELAIDE HILLS,ALDGATE,9,"747,500",14,"753,250",0.77%
ADELAIDE HILLS,ASHTON,,,,,
ADELAIDE HILLS,BASKET RANGE,1,"640,000",1,"375,000",-41.41%
ADELAIDE HILLS,BELAIR,20,"663,500",12,"775,506",16.88%
ADELAIDE HILLS,BRADBURY,,,,,
ADELAIDE HILLS,BRIDGEWATER,16,"479,000",15,"515,000",7.52%
ADELAIDE HILLS,CAREY GULLY,,,,,
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHERRYVILLE,,,1,"618,500",
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,6,"770,000",13,"637,500",-17.21%
ADELAIDE HILLS,CRAFERS WEST,3,"818,000",8,"957,500",17.05%
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,GREENHILL,2,"556,250",4,"728,000",30.88%
ADELAIDE HILLS,HEATHFIELD,5,"648,000",5,"600,000",-7.41%
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,IRONBANK,,,,,
ADELAIDE HILLS,LONGWOOD,,,1,"605,000",
ADELAIDE HILLS,MARBLE HILL,,,,,
ADELAIDE HILLS,MONTACUTE,,,,,
ADELAIDE HILLS,MOUNT GEORGE,,,2,"615,000",
ADELAIDE HILLS,MYLOR,2,"407,500",,,
ADELAIDE HILLS,NORTON SUMMIT,1,"530,000",,,
ADELAIDE HILLS,PICCADILLY,2,"715,500",2,"565,000",-21.03%
ADELAIDE HILLS,ROSTREVOR,27,"637,500",32,"600,000",-5.88%
ADELAIDE HILLS,SCOTT CREEK,,,,,
ADELAIDE HILLS,STIRLING,13,"895,000",15,"842,500",-5.87%
ADELAIDE HILLS,STONYFELL,3,"1,150,000",5,"1,100,000",-4.35%
ADELAIDE HILLS,SUMMERTOWN,1,"702,112",1,"761,000",8.39%
ADELAIDE HILLS,TERINGIE,1,"1,701,250",4,"767,500",-54.89%
ADELAIDE HILLS,UPPER STURT,5,"540,000",4,"507,500",-6.02%
