City,Suburb,"Sales
1Q 2016","Median
1Q 2016","Sales
1Q 2017","Median
1Q 2017","Median
Change"
ADELAIDE,ADELAIDE,5,792500,6,627500,-0.2082
ADELAIDE,NORTH ADELAIDE,12,1050000,6,992500,-0.0548
ADELAIDE HILLS,ALDGATE,16,710000,14,695000,-0.0211
ADELAIDE HILLS,ASHTON,,,1,415000,
ADELAIDE HILLS,BASKET RANGE,,,1,470000,
ADELAIDE HILLS,BELAIR,19,555000,18,700000,0.2613
ADELAIDE HILLS,BRADBURY,,,,,
ADELAIDE HILLS,BRIDGEWATER,20,470000,18,435475,-0.0735
ADELAIDE HILLS,CAREY GULLY,,,,,
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHERRYVILLE,,,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,9,640500,11,775250,0.2104
ADELAIDE HILLS,CRAFERS WEST,4,537575,3,562500,0.0464
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,GREENHILL,2,520000,2,476500,-0.0837
ADELAIDE HILLS,HEATHFIELD,4,470000,,,
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,IRONBANK,1,1000000,,,
ADELAIDE HILLS,LONGWOOD,,,,,
ADELAIDE HILLS,MARBLE HILL,,,,,
ADELAIDE HILLS,MONTACUTE,,,,,
ADELAIDE HILLS,MOUNT GEORGE,,,,,
ADELAIDE HILLS,MYLOR,1,380000,2,458750,0.2072
ADELAIDE HILLS,NORTON SUMMIT,,,1,660000,
ADELAIDE HILLS,PICCADILLY,,,,,
ADELAIDE HILLS,ROSTREVOR,25,548000,29,580000,0.0584
ADELAIDE HILLS,SCOTT CREEK,,,,,
ADELAIDE HILLS,STIRLING,18,785000,17,780000,-0.0064
ADELAIDE HILLS,STONYFELL,5,761000,8,946000,0.2431
ADELAIDE HILLS,SUMMERTOWN,2,525000,3,621500,0.1838
ADELAIDE HILLS,TERINGIE,,,1,779500,
ADELAIDE HILLS,UPPER STURT,4,519500,1,530000,0.0202
ADELAIDE HILLS,URAIDLA,2,518000,2,585250,0.1298
ADELAIDE HILLS,WATERFALL GULLY,,,,,
ADELAIDE HILLS,WOODFORDE,3,855000,1,860000,0.0058
BURNSIDE,AULDANA,4,862500,2,759000,-0.12
BURNSIDE,BEAUMONT,7,1300000,10,1050000,-0.1923
BURNSIDE,BEULAH PARK,8,750000,4,798000,0.064
BURNSIDE,BURNSIDE,15,875000,11,873500,-0.0017
BURNSIDE,DULWICH,4,975000,2,1390000,0.4256
BURNSIDE,EASTWOOD,1,660000,5,635000,-0.0379
BURNSIDE,ERINDALE,4,1156000,4,1145000,-0.0095
BURNSIDE,FREWVILLE,3,708888,3,900000,0.2696
BURNSIDE,GLEN OSMOND,3,1250000,6,1007500,-0.194
BURNSIDE,GLENSIDE,1,1120000,4,858250,-0.2337
BURNSIDE,GLENUNGA,7,910000,11,1000000,0.0989
BURNSIDE,HAZELWOOD PARK,10,986500,10,828125,-0.1605
BURNSIDE,HORSNELL GULLY,,,,,
BURNSIDE,KENSINGTON GARDENS,3,1175000,5,733000,-0.3762
BURNSIDE,KENSINGTON PARK,9,800000,15,890000,0.1125
BURNSIDE,LEABROOK,3,990000,5,1670000,0.6869
BURNSIDE,LEAWOOD GARDENS,,,,,
BURNSIDE,LINDEN PARK,8,740000,7,850000,0.1486
BURNSIDE,MAGILL,28,605000,35,645000,0.0661
BURNSIDE,MOUNT OSMOND,3,1216000,2,915000,-0.2475
BURNSIDE,ROSE PARK,1,1320000,2,1522000,0.153
BURNSIDE,ROSSLYN PARK,3,890000,5,960500,0.0792
BURNSIDE,SKYE,,,2,688500,
BURNSIDE,ST GEORGES,11,795000,9,915000,0.1509
BURNSIDE,STONYFELL,5,761000,8,946000,0.2431
BURNSIDE,TOORAK GARDENS,10,1230000,6,1320000,0.0732
BURNSIDE,TUSMORE,3,1300001,3,1027500,-0.2096
BURNSIDE,WATERFALL GULLY,,,,,
BURNSIDE,WATTLE PARK,8,771000,5,828500,0.0746
CAMPBELLTOWN,ATHELSTONE,31,575000,25,532000,-0.0748
CAMPBELLTOWN,CAMPBELLTOWN,28,541000,24,528000,-0.024
CAMPBELLTOWN,HECTORVILLE,8,550000,16,495000,-0.1
CAMPBELLTOWN,MAGILL,28,605000,35,645000,0.0661
CAMPBELLTOWN,NEWTON,12,506750,16,570000,0.1248
CAMPBELLTOWN,PARADISE,25,505000,24,520000,0.0297
CAMPBELLTOWN,ROSTREVOR,25,548000,29,580000,0.0584
CAMPBELLTOWN,TRANMERE,12,654000,12,670000,0.0245
CHARLES STURT,ALBERT PARK,1,615000,6,400000,-0.3496
CHARLES STURT,ALLENBY GARDENS,9,572000,4,725000,0.2675
CHARLES STURT,ATHOL PARK,5,380500,7,320000,-0.159
CHARLES STURT,BEVERLEY,6,461250,2,449125,-0.0263
CHARLES STURT,BOWDEN,,,2,925000,
CHARLES STURT,BROMPTON,10,469000,9,557550,0.1888
CHARLES STURT,CHELTENHAM,7,428000,3,405220,-0.0532
CHARLES STURT,CROYDON,2,521500,8,670000,0.2848
CHARLES STURT,DEVON PARK,,,4,516250,
CHARLES STURT,FINDON,16,480750,20,512500,0.066
CHARLES STURT,FLINDERS PARK,18,498000,20,587500,0.1797
CHARLES STURT,FULHAM GARDENS,14,578750,20,620000,0.0713
CHARLES STURT,GRANGE,13,685000,16,762500,0.1131
CHARLES STURT,HENDON,9,400000,6,405000,0.0125
CHARLES STURT,HENLEY BEACH,12,800000,20,705500,-0.1181
CHARLES STURT,HENLEY BEACH SOUTH,9,860000,7,690000,-0.1977
CHARLES STURT,HINDMARSH,,,,,
CHARLES STURT,KIDMAN PARK,14,637500,18,573000,-0.1012
CHARLES STURT,KILKENNY,5,395000,3,489000,0.238
CHARLES STURT,OVINGHAM,,,,,
CHARLES STURT,PENNINGTON,11,383750,4,390000,0.0163
CHARLES STURT,RENOWN PARK,6,450000,3,555000,0.2333
CHARLES STURT,RIDLEYTON,6,535500,5,645000,0.2045
CHARLES STURT,ROSEWATER,15,340000,12,350000,0.0294
CHARLES STURT,ROYAL PARK,6,378000,12,400000,0.0582
CHARLES STURT,SEATON,33,468000,37,525000,0.1218
CHARLES STURT,SEMAPHORE PARK,18,484500,11,470000,-0.0299
CHARLES STURT,ST CLAIR,3,583500,4,641000,0.0985
CHARLES STURT,TENNYSON,2,1662500,3,1800000,0.0827
CHARLES STURT,WELLAND,4,515000,3,712000,0.3825
CHARLES STURT,WEST BEACH,7,810000,12,670000,-0.1728
CHARLES STURT,WEST CROYDON,18,551500,11,539000,-0.0227
CHARLES STURT,WEST HINDMARSH,5,467500,4,492000,0.0524
CHARLES STURT,WEST LAKES,17,682500,21,707500,0.0366
CHARLES STURT,WEST LAKES SHORE,7,595000,10,555000,-0.0672
CHARLES STURT,WOODVILLE,3,652000,2,493800,-0.2426
CHARLES STURT,WOODVILLE NORTH,10,375000,5,540000,0.44
CHARLES STURT,WOODVILLE PARK,3,705000,4,591250,-0.1613
CHARLES STURT,WOODVILLE SOUTH,14,473000,17,535500,0.1321
CHARLES STURT,WOODVILLE WEST,14,490000,12,511000,0.0429
GAWLER,BIBARINGA,,,,,
GAWLER,EVANSTON,7,271500,8,313000,0.1529
GAWLER,EVANSTON GARDENS,12,310650,6,325000,0.0462
GAWLER,EVANSTON PARK,29,371000,24,342500,-0.0768
GAWLER,EVANSTON SOUTH,4,355000,1,265000,-0.2535
GAWLER,GAWLER,,,2,442500,
GAWLER,GAWLER EAST,24,368750,34,360000,-0.0237
GAWLER,GAWLER SOUTH,10,350000,13,278250,-0.205
GAWLER,GAWLER WEST,4,267500,2,202750,-0.2421
GAWLER,HILLIER,,,,,
GAWLER,KUDLA,,,,,
GAWLER,REID,,,4,408500,
GAWLER,ULEYBURY,,,,,
GAWLER,WILLASTON,22,290000,18,312250,0.0767
HOLDFAST BAY,BRIGHTON,14,717000,11,606000,-0.1548
HOLDFAST BAY,GLENELG,4,940000,1,785000,-0.1649
HOLDFAST BAY,GLENELG EAST,8,760000,8,925000,0.2171
HOLDFAST BAY,GLENELG NORTH,12,553000,22,680000,0.2297
HOLDFAST BAY,GLENELG SOUTH,2,930000,3,780000,-0.1613
HOLDFAST BAY,HOVE,8,635000,10,617750,-0.0272
HOLDFAST BAY,KINGSTON PARK,2,1755000,3,995000,-0.433
HOLDFAST BAY,NORTH BRIGHTON,7,740000,12,632500,-0.1453
HOLDFAST BAY,SEACLIFF,9,677500,3,1010000,0.4908
HOLDFAST BAY,SEACLIFF PARK,8,510000,7,505000,-0.0098
HOLDFAST BAY,SOMERTON PARK,27,640000,15,760000,0.1875
HOLDFAST BAY,SOUTH BRIGHTON,3,445000,11,530000,0.191
MARION,ASCOT PARK,10,425875,9,453500,0.0649
MARION,BEDFORD PARK,,,4,448000,
MARION,CLOVELLY PARK,13,450000,17,475000,0.0556
MARION,DARLINGTON,6,445500,4,935000,1.0988
MARION,DOVER GARDENS,12,450100,9,535000,0.1886
MARION,EDWARDSTOWN,16,475150,11,505750,0.0644
MARION,GLANDORE,7,637500,10,733000,0.1498
MARION,GLENGOWRIE,15,680000,19,637500,-0.0625
MARION,HALLETT COVE,44,455000,53,465000,0.022
MARION,LONSDALE,,,,,
MARION,MARINO,6,586000,8,768500,0.3114
MARION,MARION,13,464000,10,507000,0.0927
MARION,MITCHELL PARK,10,410250,16,477000,0.1627
MARION,MORPHETTVILLE,15,519000,7,480500,-0.0742
MARION,OAKLANDS PARK,7,450000,8,460000,0.0222
MARION,O'HALLORAN HILL,13,365000,16,363000,-0.0055
MARION,PARK HOLME,5,532500,8,488750,-0.0822
MARION,PLYMPTON PARK,13,489500,11,580000,0.1849
MARION,SEACLIFF PARK,8,510000,7,505000,-0.0098
MARION,SEACOMBE GARDENS,11,435000,11,441000,0.0138
MARION,SEACOMBE HEIGHTS,9,452000,4,477500,0.0564
MARION,SEAVIEW DOWNS,16,475000,8,597500,0.2579
MARION,SHEIDOW PARK,16,423750,23,446000,0.0525
MARION,SOUTH PLYMPTON,12,485000,10,434000,-0.1052
MARION,STURT,10,453444,10,436000,-0.0385
MARION,TONSLEY,1,425000,,,
MARION,TROTT PARK,10,395000,14,377000,-0.0456
MARION,WARRADALE,26,555000,17,616000,0.1099
MITCHAM,BEDFORD PARK,,,4,448000,
MITCHAM,BELAIR,19,555000,18,700000,0.2613
MITCHAM,BELLEVUE HEIGHTS,7,485100,8,505000,0.041
MITCHAM,BLACKWOOD,13,485500,11,477500,-0.0165
MITCHAM,BROWN HILL CREEK,,,,,
MITCHAM,CLAPHAM,6,636000,10,654000,0.0283
MITCHAM,CLARENCE GARDENS,12,576250,8,634250,0.1007
MITCHAM,COLONEL LIGHT GARDENS,12,741000,7,845650,0.1412
MITCHAM,COROMANDEL VALLEY,26,487500,16,546250,0.1205
MITCHAM,CRAFERS WEST,4,537575,3,562500,0.0464
MITCHAM,CRAIGBURN FARM,13,735000,9,635000,-0.1361
MITCHAM,CUMBERLAND PARK,5,585000,10,671500,0.1479
MITCHAM,DAW PARK,8,507750,11,535000,0.0537
MITCHAM,EDEN HILLS,8,517500,12,527000,0.0184
MITCHAM,GLENALTA,6,510000,9,510000,0
MITCHAM,HAWTHORN,11,890000,7,1200005,0.3483
MITCHAM,HAWTHORNDENE,10,520000,9,520000,0
MITCHAM,KINGSWOOD,6,997500,8,807000,-0.191
MITCHAM,LEAWOOD GARDENS,,,,,
MITCHAM,LOWER MITCHAM,6,785500,10,786000,0.0006
MITCHAM,LYNTON,,,,,
MITCHAM,MELROSE PARK,10,512500,12,546000,0.0654
MITCHAM,MITCHAM,4,772500,7,1030000,0.3333
MITCHAM,NETHERBY,4,1680000,4,1275000,-0.2411
MITCHAM,PANORAMA,6,636000,16,621310,-0.0231
MITCHAM,PASADENA,6,490000,11,563000,0.149
MITCHAM,SPRINGFIELD,1,4600000,,,
MITCHAM,ST MARYS,7,436475,7,480000,0.0997
MITCHAM,TORRENS PARK,4,682500,6,779000,0.1414
MITCHAM,UPPER STURT,4,519500,1,530000,0.0202
MITCHAM,URRBRAE,1,600000,5,820000,0.3667
MITCHAM,WESTBOURNE PARK,8,897500,7,810000,-0.0975
NORWOOD PAYNEHAM & ST PETERS,COLLEGE PARK,2,1864500,3,980000,-0.4744
NORWOOD PAYNEHAM & ST PETERS,EVANDALE,3,664500,6,775500,0.167
NORWOOD PAYNEHAM & ST PETERS,FELIXSTOW,7,537000,4,607500,0.1313
NORWOOD PAYNEHAM & ST PETERS,FIRLE,2,756000,2,775250,0.0255
NORWOOD PAYNEHAM & ST PETERS,GLYNDE,5,689000,1,600000,-0.1292
NORWOOD PAYNEHAM & ST PETERS,HACKNEY,1,620000,,,
NORWOOD PAYNEHAM & ST PETERS,HEATHPOOL,2,1020000,,,
NORWOOD PAYNEHAM & ST PETERS,JOSLIN,1,1350000,,,
NORWOOD PAYNEHAM & ST PETERS,KENSINGTON,4,645000,1,835000,0.2946
NORWOOD PAYNEHAM & ST PETERS,KENT TOWN,2,1720000,1,589500,-0.6573
NORWOOD PAYNEHAM & ST PETERS,MARDEN,2,680000,3,670000,-0.0147
NORWOOD PAYNEHAM & ST PETERS,MARRYATVILLE,2,927500,2,1220000,0.3154
NORWOOD PAYNEHAM & ST PETERS,MAYLANDS,6,990000,2,1035000,0.0455
NORWOOD PAYNEHAM & ST PETERS,NORWOOD,7,847500,12,801000,-0.0549
NORWOOD PAYNEHAM & ST PETERS,PAYNEHAM,6,630000,6,670000,0.0635
NORWOOD PAYNEHAM & ST PETERS,PAYNEHAM SOUTH,3,780000,5,800000,0.0256
NORWOOD PAYNEHAM & ST PETERS,ROYSTON PARK,1,2950000,8,936250,-0.6826
NORWOOD PAYNEHAM & ST PETERS,ST MORRIS,6,629750,2,733000,0.164
NORWOOD PAYNEHAM & ST PETERS,ST PETERS,9,1265000,13,1130000,-0.1067
NORWOOD PAYNEHAM & ST PETERS,STEPNEY,2,1370000,2,784500,-0.4274
NORWOOD PAYNEHAM & ST PETERS,TRINITY GARDENS,5,832500,3,830000,-0.003
ONKAPARINGA,ABERFOYLE PARK,41,410000,32,417500,0.0183
ONKAPARINGA,ALDINGA,,,3,460000,
ONKAPARINGA,ALDINGA BEACH,62,353250,61,352200,-0.003
ONKAPARINGA,BLEWITT SPRINGS,,,,,
ONKAPARINGA,CHANDLERS HILL,,,2,742500,
ONKAPARINGA,CHERRY GARDENS,,,,,
ONKAPARINGA,CHRISTIE DOWNS,21,273500,19,268000,-0.0201
ONKAPARINGA,CHRISTIES BEACH,24,350000,32,360000,0.0286
ONKAPARINGA,CLARENDON,,,,,
ONKAPARINGA,COROMANDEL EAST,,,,,
ONKAPARINGA,COROMANDEL VALLEY,26,487500,16,546250,0.1205
ONKAPARINGA,CRAIGBURN FARM,13,735000,9,635000,-0.1361
ONKAPARINGA,DARLINGTON,6,445500,4,935000,1.0988
ONKAPARINGA,DORSET VALE,,,,,
ONKAPARINGA,FLAGSTAFF HILL,33,498000,40,482000,-0.0321
ONKAPARINGA,HACKHAM,12,247500,12,278500,0.1253
ONKAPARINGA,HACKHAM WEST,14,249000,11,260000,0.0442
ONKAPARINGA,HALLETT COVE,44,455000,53,465000,0.022
ONKAPARINGA,HAPPY VALLEY,41,385000,28,365000,-0.0519
ONKAPARINGA,HUNTFIELD HEIGHTS,18,296000,10,310000,0.0473
ONKAPARINGA,IRONBANK,1,1000000,,,
ONKAPARINGA,KANGARILLA,,,,,
ONKAPARINGA,LONSDALE,,,,,
ONKAPARINGA,MASLIN BEACH,7,487400,6,418500,-0.1414
ONKAPARINGA,MCLAREN FLAT,5,390500,5,532500,0.3636
ONKAPARINGA,MCLAREN VALE,11,439500,12,447500,0.0182
ONKAPARINGA,MOANA,8,585000,16,457000,-0.2188
ONKAPARINGA,MORPHETT VALE,105,300000,94,310000,0.0333
ONKAPARINGA,NOARLUNGA CENTRE,2,320000,1,303000,-0.0531
ONKAPARINGA,NOARLUNGA DOWNS,13,359000,14,330000,-0.0808
ONKAPARINGA,O'HALLORAN HILL,13,365000,16,363000,-0.0055
ONKAPARINGA,OLD NOARLUNGA,9,319000,3,430000,0.348
ONKAPARINGA,OLD REYNELLA,8,375000,10,370000,-0.0133
ONKAPARINGA,ONKAPARINGA HILLS,5,440000,8,440000,0
ONKAPARINGA,O'SULLIVAN BEACH,9,290250,13,325000,0.1197
ONKAPARINGA,PORT NOARLUNGA,20,365000,16,377500,0.0342
ONKAPARINGA,PORT NOARLUNGA SOUTH,14,372000,11,437000,0.1747
ONKAPARINGA,PORT WILLUNGA,8,310000,11,290000,-0.0645
ONKAPARINGA,REYNELLA,16,327750,20,352000,0.074
ONKAPARINGA,REYNELLA EAST,6,320000,6,343000,0.0719
ONKAPARINGA,SEAFORD,18,328000,20,387000,0.1799
ONKAPARINGA,SEAFORD HEIGHTS,,,4,472500,
ONKAPARINGA,SEAFORD MEADOWS,32,395000,16,388000,-0.0177
ONKAPARINGA,SEAFORD RISE,32,420000,28,402500,-0.0417
ONKAPARINGA,SELLICKS BEACH,10,340000,21,325000,-0.0441
ONKAPARINGA,SELLICKS HILL,,,,,
ONKAPARINGA,TATACHILLA,,,,,
ONKAPARINGA,THE RANGE,,,,,
ONKAPARINGA,VALE PARK,5,523250,13,666000,0.2728
ONKAPARINGA,WHITES VALLEY,,,,,
ONKAPARINGA,WILLUNGA,11,456500,9,492000,0.0778
ONKAPARINGA,WILLUNGA SOUTH,,,,,
ONKAPARINGA,WOODCROFT,29,375000,30,420000,0.12
PLAYFORD,ANDREWS FARM,29,275000,24,260000,-0.0545
PLAYFORD,ANGLE VALE,9,469250,10,542500,0.1561
PLAYFORD,BIBARINGA,,,,,
PLAYFORD,BLAKEVIEW,19,361500,25,290000,-0.1978
PLAYFORD,BUCKLAND PARK,,,,,
PLAYFORD,CRAIGMORE,45,271000,40,310000,0.1439
PLAYFORD,DAVOREN PARK,11,183000,18,180000,-0.0164
PLAYFORD,EDINBURGH,,,,,
PLAYFORD,EDINBURGH NORTH,,,,,
PLAYFORD,ELIZABETH,4,197500,3,250000,0.2658
PLAYFORD,ELIZABETH DOWNS,26,193000,15,215000,0.114
PLAYFORD,ELIZABETH EAST,13,207000,8,236750,0.1437
PLAYFORD,ELIZABETH GROVE,4,220000,7,212500,-0.0341
PLAYFORD,ELIZABETH NORTH,10,210000,13,215000,0.0238
PLAYFORD,ELIZABETH PARK,14,217500,19,220000,0.0115
PLAYFORD,ELIZABETH SOUTH,6,198500,7,210000,0.0579
PLAYFORD,ELIZABETH VALE,7,265000,15,235000,-0.1132
PLAYFORD,EVANSTON PARK,29,371000,24,342500,-0.0768
PLAYFORD,GOULD CREEK,,,,,
PLAYFORD,HILLBANK,21,330000,26,355000,0.0758
PLAYFORD,HILLIER,,,,,
PLAYFORD,HUMBUG SCRUB,,,,,
PLAYFORD,MACDONALD PARK,,,,,
PLAYFORD,MUNNO PARA,16,267500,12,258000,-0.0355
PLAYFORD,MUNNO PARA DOWNS,,,,,
PLAYFORD,MUNNO PARA WEST,24,262000,34,275000,0.0496
PLAYFORD,ONE TREE HILL,1,390000,2,651500,0.6705
PLAYFORD,PENFIELD,1,260000,4,355250,0.3663
PLAYFORD,PENFIELD GARDENS,,,,,
PLAYFORD,SAMPSON FLAT,,,,,
PLAYFORD,SMITHFIELD,8,259475,10,282500,0.0887
PLAYFORD,SMITHFIELD PLAINS,9,188000,16,165000,-0.1223
PLAYFORD,ST KILDA,,,,,
PLAYFORD,ULEYBURY,,,,,
PLAYFORD,VIRGINIA,3,557000,3,515000,-0.0754
PLAYFORD,WATERLOO CORNER,,,,,
PLAYFORD,YATTALUNGA,,,,,
PORT ADELAIDE ENFIELD,ALBERTON,7,471500,7,533000,0.1304
PORT ADELAIDE ENFIELD,ANGLE PARK,1,370000,,,
PORT ADELAIDE ENFIELD,BIRKENHEAD,9,340000,8,400000,0.1765
PORT ADELAIDE ENFIELD,BLAIR ATHOL,15,428750,15,445000,0.0379
PORT ADELAIDE ENFIELD,BROADVIEW,25,510000,15,524000,0.0275
PORT ADELAIDE ENFIELD,CLEARVIEW,21,420000,16,415000,-0.0119
PORT ADELAIDE ENFIELD,CROYDON PARK,13,425000,12,501000,0.1788
PORT ADELAIDE ENFIELD,DERNANCOURT,12,468750,13,540000,0.152
PORT ADELAIDE ENFIELD,DEVON PARK,,,4,516250,
PORT ADELAIDE ENFIELD,DRY CREEK,2,269500,,,
PORT ADELAIDE ENFIELD,DUDLEY PARK,1,470000,1,438000,-0.0681
PORT ADELAIDE ENFIELD,ENFIELD,15,395000,14,440000,0.1139
PORT ADELAIDE ENFIELD,ETHELTON,10,385000,6,370000,-0.039
PORT ADELAIDE ENFIELD,EXETER,2,385000,1,570000,0.4805
PORT ADELAIDE ENFIELD,FERRYDEN PARK,7,450000,5,448000,-0.0044
PORT ADELAIDE ENFIELD,GEPPS CROSS,2,361250,1,315000,-0.128
PORT ADELAIDE ENFIELD,GILLES PLAINS,9,443000,13,380000,-0.1422
PORT ADELAIDE ENFIELD,GILLMAN,1,350000,,,
PORT ADELAIDE ENFIELD,GLANVILLE,3,400000,5,393500,-0.0163
PORT ADELAIDE ENFIELD,GREENACRES,8,445000,14,429500,-0.0348
PORT ADELAIDE ENFIELD,HAMPSTEAD GARDENS,5,414500,6,460000,0.1098
PORT ADELAIDE ENFIELD,HILLCREST,13,415000,13,431000,0.0386
PORT ADELAIDE ENFIELD,HOLDEN HILL,12,365000,16,357500,-0.0205
PORT ADELAIDE ENFIELD,KILBURN,5,450000,8,462500,0.0278
PORT ADELAIDE ENFIELD,KLEMZIG,27,485000,16,500000,0.0309
PORT ADELAIDE ENFIELD,LARGS BAY,13,416750,19,566000,0.3581
PORT ADELAIDE ENFIELD,LARGS NORTH,11,380000,15,460000,0.2105
PORT ADELAIDE ENFIELD,LIGHTSVIEW,18,507500,14,505000,-0.0049
PORT ADELAIDE ENFIELD,MANNINGHAM,5,597500,5,650000,0.0879
PORT ADELAIDE ENFIELD,MANSFIELD PARK,8,450000,9,419000,-0.0689
PORT ADELAIDE ENFIELD,NEW PORT,,,,,
PORT ADELAIDE ENFIELD,NORTH HAVEN,15,488750,13,455000,-0.0691
PORT ADELAIDE ENFIELD,NORTHFIELD,12,406000,16,410000,0.0099
PORT ADELAIDE ENFIELD,NORTHGATE,8,490000,8,578000,0.1796
PORT ADELAIDE ENFIELD,OAKDEN,10,540556,6,476000,-0.1194
PORT ADELAIDE ENFIELD,OSBORNE,7,420000,10,350000,-0.1667
PORT ADELAIDE ENFIELD,OTTOWAY,4,365000,4,387500,0.0616
PORT ADELAIDE ENFIELD,OUTER HARBOR,,,,,
PORT ADELAIDE ENFIELD,OVINGHAM,,,,,
PORT ADELAIDE ENFIELD,PETERHEAD,6,360000,2,500000,0.3889
PORT ADELAIDE ENFIELD,PORT ADELAIDE,5,337500,3,560000,0.6593
PORT ADELAIDE ENFIELD,PROSPECT,37,570000,42,725000,0.2719
PORT ADELAIDE ENFIELD,QUEENSTOWN,4,380250,3,380000,-0.0007
PORT ADELAIDE ENFIELD,REGENCY PARK,,,,,
PORT ADELAIDE ENFIELD,ROSEWATER,15,340000,12,350000,0.0294
PORT ADELAIDE ENFIELD,SEFTON PARK,6,531630,3,590000,0.1098
PORT ADELAIDE ENFIELD,SEMAPHORE,6,525000,7,628000,0.1962
PORT ADELAIDE ENFIELD,SEMAPHORE SOUTH,4,701500,2,666500,-0.0499
PORT ADELAIDE ENFIELD,TAPEROO,3,343000,14,370000,0.0787
PORT ADELAIDE ENFIELD,VALLEY VIEW,16,386000,20,416000,0.0777
PORT ADELAIDE ENFIELD,WALKLEY HEIGHTS,14,552500,9,537500,-0.0271
PORT ADELAIDE ENFIELD,WINDSOR GARDENS,31,415500,21,457000,0.0999
PORT ADELAIDE ENFIELD,WINGFIELD,1,290000,1,309000,0.0655
PORT ADELAIDE ENFIELD,WOODVILLE GARDENS,5,410786,3,413000,0.0054
PROSPECT,BROADVIEW,25,510000,15,524000,0.0275
PROSPECT,COLLINSWOOD,3,670000,4,830000,0.2388
PROSPECT,FITZROY,3,1080000,2,1350000,0.25
PROSPECT,MEDINDIE GARDENS,,,,,
PROSPECT,NAILSWORTH,4,677250,6,590000,-0.1288
PROSPECT,OVINGHAM,,,,,
PROSPECT,PROSPECT,37,570000,42,725000,0.2719
PROSPECT,SEFTON PARK,6,531630,3,590000,0.1098
PROSPECT,THORNGATE,,,,,
SALISBURY,BOLIVAR,,,,,
SALISBURY,BRAHMA LODGE,13,277250,18,260000,-0.0622
SALISBURY,BURTON,23,347750,16,295000,-0.1517
SALISBURY,CAVAN,,,,,
SALISBURY,DIREK,2,322500,3,335000,0.0388
SALISBURY,DRY CREEK,2,269500,,,
SALISBURY,EDINBURGH,,,,,
SALISBURY,ELIZABETH VALE,7,265000,15,235000,-0.1132
SALISBURY,GLOBE DERBY PARK,,,,,
SALISBURY,GREEN FIELDS,2,359250,,,
SALISBURY,GULFVIEW HEIGHTS,16,502750,10,408750,-0.187
SALISBURY,INGLE FARM,28,324000,36,325000,0.0031
SALISBURY,MAWSON LAKES,48,465000,45,520000,0.1183
SALISBURY,MODBURY HEIGHTS,32,385000,27,392500,0.0195
SALISBURY,PARA HILLS,30,314500,33,320000,0.0175
SALISBURY,PARA HILLS WEST,8,315000,10,335000,0.0635
SALISBURY,PARA VISTA,12,347500,13,302500,-0.1295
SALISBURY,PARAFIELD GARDENS,49,313400,43,342750,0.0937
SALISBURY,PARALOWIE,62,315000,61,324250,0.0294
SALISBURY,POORAKA,20,345000,13,367000,0.0638
SALISBURY,SALISBURY,22,300000,23,320000,0.0667
SALISBURY,SALISBURY DOWNS,18,291500,13,306000,0.0497
SALISBURY,SALISBURY EAST,25,310000,30,302000,-0.0258
SALISBURY,SALISBURY HEIGHTS,14,430000,14,370000,-0.1395
SALISBURY,SALISBURY NORTH,30,264000,29,276500,0.0473
