City,Suburb,"Sales
4Q 2021","Median
4Q 2021","Sales
4Q 2022","Median
4Q 2022","Median
Change"
ADELAIDE,ADELAIDE,7,1400000,6,1400000,0
ADELAIDE,NORTH ADELAIDE,10,1247500,6,1325000,0.0621
ADELAIDE HILLS,ALDGATE,14,1287500,14,1170000,-0.0913
ADELAIDE HILLS,ASHTON,,,2,900000,
ADELAIDE HILLS,BALHANNAH,6,537500,6,775300,0.4424
ADELAIDE HILLS,BASKET RANGE,,,1,875000,
ADELAIDE HILLS,BELAIR,22,950000,16,963000,0.0137
ADELAIDE HILLS,BIRDWOOD,5,416000,1,493000,0.1851
ADELAIDE HILLS,BRADBURY,,,,,
ADELAIDE HILLS,BRIDGEWATER,20,742500,12,725050,-0.0235
ADELAIDE HILLS,BRUKUNGA,2,312500,,,
ADELAIDE HILLS,CAREY GULLY,1,790000,1,571000,-0.2772
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHAIN OF PONDS,,,,,
ADELAIDE HILLS,CHARLESTON,1,685000,,,
ADELAIDE HILLS,CHERRYVILLE,,,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,7,1221000,8,950000,-0.2219
ADELAIDE HILLS,CRAFERS WEST,5,1056000,4,887625,-0.1594
ADELAIDE HILLS,CUDLEE CREEK,,,,,
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,FOREST RANGE,1,550000,1,815407,0.4826
ADELAIDE HILLS,FORRESTON,,,,,
ADELAIDE HILLS,GREENHILL,3,831000,1,851000,0.0241
ADELAIDE HILLS,GUMERACHA,1,355000,1,689000,0.9408
ADELAIDE HILLS,HAHNDORF,9,765000,7,980000,0.281
ADELAIDE HILLS,HAY VALLEY,,,,,
ADELAIDE HILLS,HEATHFIELD,,,2,1001250,
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HOUGHTON,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,INGLEWOOD,,,1,1050000,
ADELAIDE HILLS,IRONBANK,,,,,
