City,Suburb,"Sales
1Q 2014","Median
1Q 2014","Sales
1Q 2015","Median
1Q 2015","Median
Change"
ADELAIDE,ADELAIDE,2,"1,266,250",2,"1,205,000",-4.84%
ADELAIDE,NORTH ADELAIDE,4,"1,617,500",5,"1,850,000",14.37%
ADELAIDE HILLS,ALDGATE,6,"870,000",13,"1,110,000",27.59%
ADELAIDE HILLS,ASHTON,,,,,
ADELAIDE HILLS,BASKET RANGE,,,,,
ADELAIDE HILLS,BELAIR,16,"1,110,000",9,"910,000",-18.02%
ADELAIDE HILLS,BRADBURY,,,1,"947,000",
ADELAIDE HILLS,BRIDGEWATER,19,"722,000",18,"835,000",15.65%
ADELAIDE HILLS,CAREY GULLY,1,"1,450,000",,,
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHERRYVILLE,,,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,6,"1,172,500",5,"1,300,000",10.87%
ADELAIDE HILLS,CRAFERS WEST,4,"725,000",7,"950,000",31.03%
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,GREENHILL,1,"897,000",,,
ADELAIDE HILLS,HEATHFIELD,,,3,"990,000",
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,IRONBANK,,,,,
ADELAIDE HILLS,LONGWOOD,,,,,
ADELAIDE HILLS,MARBLE HILL,,,,,
ADELAIDE HILLS,MONTACUTE,,,,,
ADELAIDE HILLS,MOUNT GEORGE,1,"700,000",1,"908,000",29.71%
ADELAIDE HILLS,MYLOR,2,"720,000",,,
ADELAIDE HILLS,NORTON SUMMIT,,,,,
ADELAIDE HILLS,PICCADILLY,,,,,
ADELAIDE HILLS,ROSTREVOR,38,"840,000",21,"860,000",2.38%
ADELAIDE HILLS,SCOTT CREEK,,,,,
ADELAIDE HILLS,STIRLING,12,"1,395,000",14,"1,200,000",-13.98%
ADELAIDE HILLS,STONYFELL,8,"1,350,000",6,"1,420,000",5.19%
ADELAIDE HILLS,SUMMERTOWN,1,"860,000",,,
ADELAIDE HILLS,TERINGIE,3,"1,305,000",1,"1,650,000",26.44%
ADELAIDE HILLS,UPPER STURT,,,2,"747,500",
ADELAIDE HILLS,URAIDLA,,,,,
ADELAIDE HILLS,WATERFALL GULLY,,,,,
ADELAIDE HILLS,WOODFORDE,2,"1,070,000",1,"1,240,000",15.89%
BURNSIDE,AULDANA,2,"1,650,000",3,"1,720,000",4.24%
BURNSIDE,BEAUMONT,15,"1,911,000",7,"1,387,500",-27.39%
BURNSIDE,BEULAH PARK,7,"1,420,000",9,"1,350,000",-4.93%
BURNSIDE,BURNSIDE,7,"1,470,000",8,"1,460,000",-0.68%
BURNSIDE,DULWICH,1,"1,521,000",1,"2,000,000",31.49%
BURNSIDE,EASTWOOD,5,"1,200,000",,,
BURNSIDE,ERINDALE,5,"2,100,000",6,"1,525,000",-27.38%
BURNSIDE,FREWVILLE,2,"1,668,000",2,"1,325,500",-20.53%
BURNSIDE,GLEN OSMOND,8,"1,780,000",11,"1,256,000",-29.44%
BURNSIDE,GLENSIDE,4,"1,810,000",6,"1,350,000",-25.41%
BURNSIDE,GLENUNGA,8,"1,918,500",4,"1,705,000",-11.13%
BURNSIDE,HAZELWOOD PARK,9,"1,510,000",3,"1,358,500",-10.03%
BURNSIDE,HORSNELL GULLY,,,,,
BURNSIDE,KENSINGTON GARDENS,8,"1,800,000",3,"1,225,000",-31.94%
BURNSIDE,KENSINGTON PARK,2,"2,750,000",8,"1,298,888",-52.77%
BURNSIDE,LEABROOK,5,"2,225,000",2,"4,502,500",102.36%
BURNSIDE,LEAWOOD GARDENS,,,,,
BURNSIDE,LINDEN PARK,7,"1,575,500",3,"1,200,000",-23.83%
BURNSIDE,MAGILL,35,"910,000",24,"915,000",0.55%
BURNSIDE,MOUNT OSMOND,1,"920,000",3,"1,150,000",25.00%
BURNSIDE,ROSE PARK,,,2,"1,880,000",
BURNSIDE,ROSSLYN PARK,1,"1,550,000",4,"1,251,750",-19.24%
BURNSIDE,SKYE,,,1,"1,530,000",
BURNSIDE,ST GEORGES,4,"2,190,000",5,"1,740,000",-20.55%
BURNSIDE,STONYFELL,8,"1,350,000",6,"1,420,000",5.19%
BURNSIDE,TOORAK GARDENS,12,"2,400,000",4,"2,180,000",-9.17%
BURNSIDE,TUSMORE,2,"1,815,000",4,"1,320,000",-27.27%
BURNSIDE,WATERFALL GULLY,,,,,
BURNSIDE,WATTLE PARK,13,"1,342,500",7,"1,215,000",-9.50%
CAMPBELLTOWN,ATHELSTONE,36,"750,000",31,"758,500",1.13%
CAMPBELLTOWN,CAMPBELLTOWN,28,"798,000",22,"723,000",-9.40%
CAMPBELLTOWN,HECTORVILLE,7,"763,500",9,"955,000",25.08%
CAMPBELLTOWN,MAGILL,35,"910,000",24,"915,000",0.55%
CAMPBELLTOWN,NEWTON,14,"777,500",11,"880,000",13.18%
CAMPBELLTOWN,PARADISE,21,"715,001",18,"747,500",4.55%
CAMPBELLTOWN,ROSTREVOR,38,"840,000",21,"860,000",2.38%
CAMPBELLTOWN,TRANMERE,17,"912,500",12,"890,000",-2.47%
CHARLES STURT,ALBERT PARK,12,"648,000",4,"632,500",-2.39%
CHARLES STURT,ALLENBY GARDENS,6,"1,068,500",4,"860,000",-19.51%
CHARLES STURT,ATHOL PARK,5,"600,000",5,"600,000",0.00%
CHARLES STURT,BEVERLEY,8,"712,500",5,"740,000",3.86%
CHARLES STURT,BOWDEN,3,"970,000",,,
CHARLES STURT,BROMPTON,11,"734,000",9,"790,000",7.63%
CHARLES STURT,CHELTENHAM,8,"705,000",3,"877,500",24.47%
CHARLES STURT,CROYDON,3,"1,368,750",4,"1,155,500",-15.58%
CHARLES STURT,DEVON PARK,3,"908,000",2,"613,500",-32.43%
CHARLES STURT,FINDON,14,"700,000",18,"752,500",7.50%
CHARLES STURT,FLINDERS PARK,14,"776,500",10,"852,000",9.72%
CHARLES STURT,FULHAM GARDENS,18,"1,123,000",17,"1,025,000",-8.73%
CHARLES STURT,GRANGE,21,"970,000",16,"1,186,250",22.29%
CHARLES STURT,HENDON,7,"517,000",6,"612,500",18.47%
CHARLES STURT,HENLEY BEACH,17,"1,393,000",9,"1,550,000",11.27%
CHARLES STURT,HENLEY BEACH SOUTH,6,"1,385,000",11,"1,225,000",-11.55%
CHARLES STURT,HINDMARSH,2,"537,500",,,
CHARLES STURT,KIDMAN PARK,6,"851,500",12,"891,000",4.64%
CHARLES STURT,KILKENNY,5,"780,000",9,"671,000",-13.97%
CHARLES STURT,OVINGHAM,1,"685,000",1,"825,000",20.44%
CHARLES STURT,PENNINGTON,15,"575,500",4,"860,000",49.44%
CHARLES STURT,RENOWN PARK,7,"720,000",4,"663,750",-7.81%
CHARLES STURT,RIDLEYTON,,,2,"813,750",
CHARLES STURT,ROSEWATER,22,"507,500",8,"457,000",-9.95%
CHARLES STURT,ROYAL PARK,13,"650,000",14,"590,000",-9.23%
CHARLES STURT,SEATON,27,"760,000",18,"735,000",-3.29%
CHARLES STURT,SEMAPHORE PARK,13,"813,000",9,"777,000",-4.43%
CHARLES STURT,ST CLAIR,7,"951,000",2,"891,500",-6.26%
CHARLES STURT,TENNYSON,2,"1,810,000",2,"1,906,000",5.30%
CHARLES STURT,WELLAND,2,"1,030,000",1,"820,000",-20.39%
CHARLES STURT,WEST BEACH,17,"1,020,000",23,"1,230,000",20.59%
CHARLES STURT,WEST CROYDON,9,"909,000",16,"852,000",-6.27%
CHARLES STURT,WEST HINDMARSH,8,"835,000",4,"875,000",4.79%
CHARLES STURT,WEST LAKES,24,"1,080,000",11,"955,000",-11.57%
CHARLES STURT,WEST LAKES SHORE,8,"1,034,000",4,"978,000",-5.42%
CHARLES STURT,WOODVILLE,4,"1,080,000",6,"987,500",-8.56%
CHARLES STURT,WOODVILLE NORTH,6,"685,000",3,"594,000",-13.28%
CHARLES STURT,WOODVILLE PARK,6,"838,000",3,"622,500",-25.72%
CHARLES STURT,WOODVILLE SOUTH,6,"739,000",10,"840,000",13.67%
CHARLES STURT,WOODVILLE WEST,10,"710,000",7,"680,000",-4.23%
GAWLER,BIBARINGA,,,,,
GAWLER,EVANSTON,12,"383,000",10,"452,500",18.15%
GAWLER,EVANSTON GARDENS,19,"390,000",22,"461,000",18.21%
GAWLER,EVANSTON PARK,16,"435,000",22,"520,000",19.54%
GAWLER,EVANSTON SOUTH,6,"470,000",5,"472,500",0.53%
GAWLER,GAWLER,,,1,"600,000",
GAWLER,GAWLER EAST,28,"490,000",24,"450,000",-8.16%
GAWLER,GAWLER SOUTH,11,"420,000",7,"419,000",-0.24%
GAWLER,GAWLER WEST,3,"455,000",4,"354,000",-22.20%
GAWLER,HILLIER,,,,,
GAWLER,KUDLA,,,,,
GAWLER,REID,1,"450,000",1,"715,000",58.89%
GAWLER,ULEYBURY,,,,,
GAWLER,WILLASTON,22,"441,000",12,"495,000",12.24%
HOLDFAST BAY,BRIGHTON,11,"1,200,000",4,"1,437,500",19.79%
