City,Suburb,"Sales
1Q 2021","Median
1Q 2021","Sales
1Q 2022","Median
1Q 2022","Median
Change"
ADELAIDE,ADELAIDE,8,1013000,2,1266250,0.25
ADELAIDE,NORTH ADELAIDE,12,2205000,4,1617500,-0.2664
ADELAIDE HILLS,ALDGATE,14,875000,6,870000,-0.0057
ADELAIDE HILLS,ASHTON,1,940000,,,
ADELAIDE HILLS,BASKET RANGE,1,725000,,,
ADELAIDE HILLS,BELAIR,15,810000,16,1072500,0.3241
ADELAIDE HILLS,BRADBURY,,,,,
ADELAIDE HILLS,BRIDGEWATER,19,585000,19,722000,0.2342
ADELAIDE HILLS,CAREY GULLY,,,1,1450000,
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHERRYVILLE,,,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,12,848000,6,1172500,0.3827
ADELAIDE HILLS,CRAFERS WEST,4,702500,4,725000,0.032
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,GREENHILL,4,751000,1,897000,0.1944
ADELAIDE HILLS,HEATHFIELD,3,887500,,,
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,IRONBANK,1,580000,,,
ADELAIDE HILLS,LONGWOOD,1,750000,,,
ADELAIDE HILLS,MARBLE HILL,,,,,
ADELAIDE HILLS,MONTACUTE,,,,,
ADELAIDE HILLS,MOUNT GEORGE,,,1,700000,
ADELAIDE HILLS,MYLOR,,,2,685000,
ADELAIDE HILLS,NORTON SUMMIT,,,,,
ADELAIDE HILLS,PICCADILLY,3,589750,,,
ADELAIDE HILLS,ROSTREVOR,34,666900,38,840000,0.2596
ADELAIDE HILLS,SCOTT CREEK,,,,,
ADELAIDE HILLS,STIRLING,13,900000,11,1290000,0.4333
ADELAIDE HILLS,STONYFELL,4,1220094,8,1350000,0.1065
ADELAIDE HILLS,SUMMERTOWN,1,712500,1,860000,0.207
