City,Suburb,"Sales
3Q 2021","Median
3Q 2021","Sales
3Q 2022","Median
3Q 2022","Median
Change"
ADELAIDE,ADELAIDE,5,"1,025,000",5,"853,000",-16.78%
ADELAIDE,NORTH ADELAIDE,9,"1,250,000",6,"1,100,500",-11.96%
ADELAIDE HILLS,ALDGATE,15,"875,000",17,"1,230,000",40.57%
ADELAIDE HILLS,ASHTON,1,"765,000",,,
ADELAIDE HILLS,BASKET RANGE,,,2,"783,000",
ADELAIDE HILLS,BELAIR,18,"862,500",7,"816,000",-5.39%
ADELAIDE HILLS,BRADBURY,,,,,
ADELAIDE HILLS,BRIDGEWATER,14,"850,850",16,"711,000",-16.44%
ADELAIDE HILLS,CAREY GULLY,,,,,
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHERRYVILLE,,,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,5,"835,000",10,"1,195,000",43.11%
ADELAIDE HILLS,CRAFERS WEST,5,"847,250",2,"1,243,000",46.71%
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,GREENHILL,4,"1,048,500",,,
ADELAIDE HILLS,HEATHFIELD,3,"860,000",2,"925,000",7.56%
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,IRONBANK,,,,,
ADELAIDE HILLS,LONGWOOD,,,,,
ADELAIDE HILLS,MARBLE HILL,,,,,
ADELAIDE HILLS,MONTACUTE,,,,,
ADELAIDE HILLS,MOUNT GEORGE,,,,,
ADELAIDE HILLS,MYLOR,,,3,"807,500",
ADELAIDE HILLS,NORTON SUMMIT,,,1,"800,000",
ADELAIDE HILLS,PICCADILLY,,,,,
ADELAIDE HILLS,ROSTREVOR,42,"755,000",26,"897,000",18.81%
ADELAIDE HILLS,SCOTT CREEK,,,,,
ADELAIDE HILLS,STIRLING,3,"1,340,000",13,"1,262,500",-5.78%
ADELAIDE HILLS,STONYFELL,4,"1,278,750",5,"1,500,000",17.30%
ADELAIDE HILLS,SUMMERTOWN,,,,,
ADELAIDE HILLS,TERINGIE,2,"1,240,000",3,"1,380,000",11.29%
ADELAIDE HILLS,UPPER STURT,2,"673,000",2,"885,000",31.50%
ADELAIDE HILLS,URAIDLA,2,"796,944",1,"991,000",24.35%
ADELAIDE HILLS,WATERFALL GULLY,,,1,"1,630,000",
ADELAIDE HILLS,WOODFORDE,6,"930,000",1,,
BURNSIDE,AULDANA,3,"1,620,000",2,"1,530,000",-5.56%
BURNSIDE,BEAUMONT,15,"1,675,000",12,"1,635,000",-2.39%
BURNSIDE,BEULAH PARK,5,"1,200,000",6,"1,435,000",19.58%
BURNSIDE,BURNSIDE,10,"1,060,000",11,"1,380,000",30.19%
BURNSIDE,DULWICH,6,"1,565,000",3,"1,775,000",13.42%
BURNSIDE,EASTWOOD,3,"1,000,000",1,"1,025,000",2.50%
BURNSIDE,ERINDALE,4,"1,353,000",1,"1,785,000",31.93%
BURNSIDE,FREWVILLE,1,"970,000",2,"1,199,000",23.61%
BURNSIDE,GLEN OSMOND,7,"1,220,000",5,"1,600,000",31.15%
BURNSIDE,GLENSIDE,8,"1,325,000",1,"1,501,973",13.36%
BURNSIDE,GLENUNGA,9,"1,760,000",5,"1,869,500",6.22%
BURNSIDE,HAZELWOOD PARK,7,"1,250,000",4,"1,995,000",59.60%
BURNSIDE,HORSNELL GULLY,,,,,
BURNSIDE,KENSINGTON GARDENS,3,"1,074,000",2,"1,830,000",70.39%
BURNSIDE,KENSINGTON PARK,5,"1,715,000",5,"1,705,000",-0.58%
BURNSIDE,LEABROOK,,,3,"2,305,000",
BURNSIDE,LEAWOOD GARDENS,,,,,
BURNSIDE,LINDEN PARK,7,"1,203,000",3,"1,386,000",15.21%
BURNSIDE,MAGILL,31,"873,500",22,"1,000,000",14.48%
BURNSIDE,MOUNT OSMOND,2,"1,587,500",1,"950,000",-40.16%
BURNSIDE,ROSE PARK,3,"1,300,000",3,"3,500,000",169.23%
BURNSIDE,ROSSLYN PARK,3,"1,360,000",7,"1,580,000",16.18%
BURNSIDE,SKYE,1,"850,000",,,
BURNSIDE,ST GEORGES,14,"1,537,194",6,"1,718,888",11.82%
BURNSIDE,STONYFELL,4,"1,278,750",5,"1,500,000",17.30%
BURNSIDE,TOORAK GARDENS,7,"2,000,000",7,"1,732,500",-13.38%
BURNSIDE,TUSMORE,3,"2,000,000",4,"1,331,250",-33.44%
BURNSIDE,WATERFALL GULLY,,,1,"1,630,000",
BURNSIDE,WATTLE PARK,6,"1,375,000",3,"1,350,000",-1.82%
CAMPBELLTOWN,ATHELSTONE,36,"651,000",27,"748,000",14.90%
CAMPBELLTOWN,CAMPBELLTOWN,36,"653,000",28,"800,600",22.60%
CAMPBELLTOWN,HECTORVILLE,18,"715,500",18,"835,000",16.70%
CAMPBELLTOWN,MAGILL,31,"873,500",22,"1,000,000",14.48%
CAMPBELLTOWN,NEWTON,17,"607,500",14,"746,250",22.84%
CAMPBELLTOWN,PARADISE,28,"656,800",23,"722,500",10.00%
CAMPBELLTOWN,ROSTREVOR,42,"755,000",26,"897,000",18.81%
CAMPBELLTOWN,TRANMERE,13,"800,800",14,"1,188,000",48.35%
CHARLES STURT,ALBERT PARK,6,"586,000",6,"680,500",16.13%
CHARLES STURT,ALLENBY GARDENS,4,"870,000",6,"1,003,000",15.29%
CHARLES STURT,ATHOL PARK,9,"535,000",5,"725,000",35.51%
CHARLES STURT,BEVERLEY,4,"692,500",4,"692,500",0.00%
CHARLES STURT,BOWDEN,4,"850,000",,,
CHARLES STURT,BROMPTON,13,"726,000",7,"767,500",5.72%
CHARLES STURT,CHELTENHAM,5,"550,000",11,"752,500",36.82%
CHARLES STURT,CROYDON,3,"1,065,000",3,"1,100,000",3.29%
CHARLES STURT,DEVON PARK,3,"660,000",4,"900,000",36.36%
CHARLES STURT,FINDON,33,"610,000",17,"855,000",40.16%
CHARLES STURT,FLINDERS PARK,19,"742,500",15,"858,000",15.56%
CHARLES STURT,FULHAM GARDENS,13,"800,000",10,"991,000",23.88%
CHARLES STURT,GRANGE,22,"972,500",12,"1,211,000",24.52%
CHARLES STURT,HENDON,3,"518,000",6,"650,000",25.48%
CHARLES STURT,HENLEY BEACH,18,"1,225,000",19,"1,520,000",24.08%
CHARLES STURT,HENLEY BEACH SOUTH,7,"1,500,500",4,"1,495,500",-0.33%
CHARLES STURT,HINDMARSH,1,,,,
CHARLES STURT,KIDMAN PARK,13,"765,500",5,"1,070,000",39.78%
CHARLES STURT,KILKENNY,6,"685,500",3,"820,000",19.62%
CHARLES STURT,OVINGHAM,3,"900,000",1,"938,000",4.22%
CHARLES STURT,PENNINGTON,8,"570,000",13,"720,000",26.32%
CHARLES STURT,RENOWN PARK,4,"708,500",4,"693,000",-2.19%
CHARLES STURT,RIDLEYTON,2,"666,500",2,"671,000",0.68%
CHARLES STURT,ROSEWATER,17,"517,000",12,"551,500",6.67%
CHARLES STURT,ROYAL PARK,19,"525,000",14,"665,000",26.67%
CHARLES STURT,SEATON,40,"630,000",28,"789,000",25.24%
CHARLES STURT,SEMAPHORE PARK,15,"641,000",13,"800,000",24.80%
CHARLES STURT,ST CLAIR,5,"780,000",4,"625,000",-19.87%
CHARLES STURT,TENNYSON,3,"1,070,000",2,"1,850,000",72.90%
CHARLES STURT,WELLAND,2,"470,000",1,"950,000",102.13%
CHARLES STURT,WEST BEACH,17,"1,205,000",9,"1,086,250",-9.85%
CHARLES STURT,WEST CROYDON,18,"797,000",11,"968,750",21.55%
CHARLES STURT,WEST HINDMARSH,7,"750,000",3,"806,000",7.47%
CHARLES STURT,WEST LAKES,18,"886,000",16,"872,500",-1.52%
CHARLES STURT,WEST LAKES SHORE,14,"808,000",13,"1,075,000",33.04%
CHARLES STURT,WOODVILLE,5,"995,000",4,"888,000",-10.75%
CHARLES STURT,WOODVILLE NORTH,9,"510,000",3,"700,000",37.25%
CHARLES STURT,WOODVILLE PARK,3,"562,000",10,"752,500",33.90%
CHARLES STURT,WOODVILLE SOUTH,7,"750,000",7,"760,000",1.33%
CHARLES STURT,WOODVILLE WEST,8,"673,250",7,"787,500",16.97%
GAWLER,BIBARINGA,,,,,
GAWLER,EVANSTON,15,"300,100",20,"370,000",23.29%
GAWLER,EVANSTON GARDENS,11,"342,500",25,"420,000",22.63%
GAWLER,EVANSTON PARK,25,"375,000",28,"432,500",15.33%
GAWLER,EVANSTON SOUTH,1,"570,000",4,"578,300",1.46%
GAWLER,GAWLER,2,"452,500",,,
GAWLER,GAWLER EAST,33,"425,000",31,"540,000",27.06%
GAWLER,GAWLER SOUTH,19,"408,750",20,"440,250",7.71%
GAWLER,GAWLER WEST,8,"258,500",3,"330,000",27.66%
GAWLER,HILLIER,,,,,
GAWLER,KUDLA,,,,,
GAWLER,REID,1,"560,000",,,
GAWLER,ULEYBURY,,,,,
GAWLER,WILLASTON,19,"360,750",18,"457,500",26.82%
HOLDFAST BAY,BRIGHTON,6,"1,026,000",10,"1,095,000",6.73%
HOLDFAST BAY,GLENELG,,,2,"1,124,000",
HOLDFAST BAY,GLENELG EAST,11,"921,000",8,"1,315,000",42.78%
HOLDFAST BAY,GLENELG NORTH,12,"841,000",15,"920,000",9.39%
HOLDFAST BAY,GLENELG SOUTH,4,"2,657,500",1,"3,220,000",21.17%
HOLDFAST BAY,HOVE,5,"960,000",10,"1,310,000",36.46%
HOLDFAST BAY,KINGSTON PARK,1,"1,710,000",3,"1,357,500",-20.61%
HOLDFAST BAY,NORTH BRIGHTON,5,"1,050,000",11,"950,000",-9.52%
HOLDFAST BAY,SEACLIFF,3,"1,184,375",5,"1,178,500",-0.50%
HOLDFAST BAY,SEACLIFF PARK,7,"772,000",14,"820,000",6.22%
HOLDFAST BAY,SOMERTON PARK,16,"1,055,000",21,"1,332,000",26.26%
HOLDFAST BAY,SOUTH BRIGHTON,6,"845,000",11,"830,000",-1.78%
MARION,ASCOT PARK,14,"560,000",20,"695,500",24.20%
MARION,BEDFORD PARK,5,"620,000",3,"780,000",25.81%
MARION,CLOVELLY PARK,11,"655,000",11,"760,000",16.03%
MARION,DARLINGTON,4,"445,250",4,"630,000",41.49%
MARION,DOVER GARDENS,10,"566,000",24,"631,000",11.48%
MARION,EDWARDSTOWN,14,"682,500",15,"725,000",6.23%
