City,Suburb,"Sales
1Q 2014","Median
1Q 2014","Sales
1Q 2015","Median
1Q 2015","Median
Change"
ADELAIDE,ADELAIDE,7,"1,400,000",6,"1,400,000",0.00%
ADELAIDE,NORTH ADELAIDE,10,"1,247,500",6,"1,325,000",6.21%
ADELAIDE HILLS,ALDGATE,14,"1,287,500",14,"1,170,000",-9.13%
ADELAIDE HILLS,ASHTON,,,2,"900,000",
ADELAIDE HILLS,BALHANNAH,6,"537,500",6,"775,300",44.24%
ADELAIDE HILLS,BASKET RANGE,,,1,"875,000",
ADELAIDE HILLS,BELAIR,22,"950,000",16,"963,000",1.37%
ADELAIDE HILLS,BIRDWOOD,5,"416,000",1,"493,000",18.51%
ADELAIDE HILLS,BRADBURY,,,,,
ADELAIDE HILLS,BRIDGEWATER,20,"742,500",12,"725,050",-2.35%
ADELAIDE HILLS,BRUKUNGA,2,"312,500",,,
ADELAIDE HILLS,CAREY GULLY,1,"790,000",1,"571,000",-27.72%
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHAIN OF PONDS,,,,,
ADELAIDE HILLS,CHARLESTON,1,"685,000",,,
ADELAIDE HILLS,CHERRYVILLE,,,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,7,"1,221,000",8,"950,000",-22.19%
ADELAIDE HILLS,CRAFERS WEST,5,"1,056,000",4,"887,625",-15.94%
ADELAIDE HILLS,CUDLEE CREEK,,,,,
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,FOREST RANGE,1,"550,000",1,"815,407",48.26%
ADELAIDE HILLS,FORRESTON,,,,,
ADELAIDE HILLS,GREENHILL,3,"831,000",1,"851,000",2.41%
ADELAIDE HILLS,GUMERACHA,1,"355,000",1,"689,000",94.08%
ADELAIDE HILLS,HAHNDORF,9,"765,000",7,"980,000",28.10%
ADELAIDE HILLS,HAY VALLEY,,,,,
ADELAIDE HILLS,HEATHFIELD,,,2,"1,001,250",
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HOUGHTON,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,INGLEWOOD,,,1,"1,050,000",
ADELAIDE HILLS,IRONBANK,,,,,
ADELAIDE HILLS,KENTON VALLEY,,,,,
ADELAIDE HILLS,KERSBROOK,4,"532,500",1,"800,000",50.23%
ADELAIDE HILLS,LENSWOOD,,,1,"596,000",
ADELAIDE HILLS,LITTLEHAMPTON,12,"657,500",15,"780,000",18.63%
ADELAIDE HILLS,LOBETHAL,10,"439,375",8,"557,500",26.88%
ADELAIDE HILLS,LONGWOOD,,,,,
ADELAIDE HILLS,LOWER HERMITAGE,,,,,
ADELAIDE HILLS,MARBLE HILL,,,,,
ADELAIDE HILLS,MILLBROOK,,,,,
ADELAIDE HILLS,MONTACUTE,,,,,
ADELAIDE HILLS,MOUNT GEORGE,,,,,
ADELAIDE HILLS,MOUNT TORRENS,2,"535,000",1,"376,000",-29.72%
ADELAIDE HILLS,MYLOR,2,"907,500",1,"710,000",-21.76%
ADELAIDE HILLS,NORTON SUMMIT,,,1,"1,200,000",
ADELAIDE HILLS,OAKBANK,4,"970,500",,,
ADELAIDE HILLS,PARACOMBE,1,"800,000",,,
ADELAIDE HILLS,PICCADILLY,1,"880,000",,,
ADELAIDE HILLS,ROSTREVOR,35,"910,000",27,"861,000",-5.38%
ADELAIDE HILLS,SCOTT CREEK,,,,,
ADELAIDE HILLS,STIRLING,17,"1,061,000",10,"1,268,000",19.51%
ADELAIDE HILLS,STONYFELL,7,"1,642,500",6,"1,300,000",-20.85%
ADELAIDE HILLS,SUMMERTOWN,5,"900,000",3,"1,351,000",50.11%
ADELAIDE HILLS,TERINGIE,3,"830,000",3,"1,067,000",28.55%
ADELAIDE HILLS,UPPER HERMITAGE,,,,,
ADELAIDE HILLS,UPPER STURT,2,"732,250",1,"730,000",-0.31%
ADELAIDE HILLS,URAIDLA,,,1,0,
ADELAIDE HILLS,VERDUN,1,"451,000",,,
ADELAIDE HILLS,WATERFALL GULLY,,,,,
ADELAIDE HILLS,WOODFORDE,4,"1,650,000",4,"999,750",-39.41%
