City,Suburb,"Sales
3Q 2017","Median
3Q 2017","Sales
3Q 2018","Median
3Q 2018","Median
Change"
ADELAIDE,ADELAIDE,7,"695,000",1,"960,000",38.13%
ADELAIDE,NORTH ADELAIDE,9,"1,375,000",9,"1,520,000",10.55%
ADELAIDE HILLS,ALDGATE,12,"717,500",6,"770,000",7.32%
ADELAIDE HILLS,ASHTON,,,1,"600,000",
ADELAIDE HILLS,BASKET RANGE,1,"488,000",,,
ADELAIDE HILLS,BELAIR,21,"624,500",9,"737,000",18.01%
ADELAIDE HILLS,BRADBURY,,,,,
ADELAIDE HILLS,BRIDGEWATER,24,"482,500",19,"535,000",10.88%
ADELAIDE HILLS,CAREY GULLY,1,"562,500",,,
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHERRYVILLE,,,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,8,"720,000",6,"621,000",-13.75%
ADELAIDE HILLS,CRAFERS WEST,4,"636,000",3,"580,000",-8.81%
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,GREENHILL,,,2,"581,650",
ADELAIDE HILLS,HEATHFIELD,3,"565,000",1,"898,000",58.94%
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,IRONBANK,,,,,
ADELAIDE HILLS,LONGWOOD,,,,,
ADELAIDE HILLS,MARBLE HILL,1,"460,000",,,
ADELAIDE HILLS,MONTACUTE,,,1,"545,000",
ADELAIDE HILLS,MOUNT GEORGE,,,,,
ADELAIDE HILLS,MYLOR,3,"591,500",2,"640,000",8.20%
ADELAIDE HILLS,NORTON SUMMIT,2,"612,500",,,
ADELAIDE HILLS,PICCADILLY,1,"615,000",,,
ADELAIDE HILLS,ROSTREVOR,39,"612,500",23,"630,000",2.86%
ADELAIDE HILLS,SCOTT CREEK,,,,,
ADELAIDE HILLS,STIRLING,11,"704,000",10,"725,000",2.98%
ADELAIDE HILLS,STONYFELL,2,"825,000",7,"859,500",4.18%
ADELAIDE HILLS,SUMMERTOWN,1,"550,000",3,"566,000",2.91%
ADELAIDE HILLS,TERINGIE,5,"900,000",2,"960,000",6.67%
ADELAIDE HILLS,UPPER STURT,3,"630,000",6,"550,000",-12.70%
ADELAIDE HILLS,URAIDLA,1,"630,000",,,
ADELAIDE HILLS,WATERFALL GULLY,1,"782,000",1,"762,000",-2.56%
ADELAIDE HILLS,WOODFORDE,,,3,"642,000",
BURNSIDE,AULDANA,2,"1,795,500",5,"1,120,000",-37.62%
BURNSIDE,BEAUMONT,10,"957,000",11,"970,000",1.36%
BURNSIDE,BEULAH PARK,3,"730,750",5,"810,000",10.85%
BURNSIDE,BURNSIDE,10,"1,008,000",9,"1,200,000",19.05%
BURNSIDE,DULWICH,5,"1,395,000",,,
BURNSIDE,EASTWOOD,1,"630,000",1,"575,000",-8.73%
BURNSIDE,ERINDALE,5,"878,000",7,"1,245,000",41.80%
BURNSIDE,FREWVILLE,1,"705,000",3,"915,000",29.79%
BURNSIDE,GLEN OSMOND,8,"915,500",10,"1,091,000",19.17%
BURNSIDE,GLENSIDE,3,"1,250,000",7,"889,000",-28.88%
BURNSIDE,GLENUNGA,9,"880,000",8,"1,177,500",33.81%
BURNSIDE,HAZELWOOD PARK,2,"852,500",4,"1,080,250",26.72%
BURNSIDE,HORSNELL GULLY,,,,,
BURNSIDE,KENSINGTON GARDENS,4,"1,070,000",6,"1,280,000",19.63%
BURNSIDE,KENSINGTON PARK,6,"1,058,250",8,"1,145,000",8.20%
BURNSIDE,LEABROOK,4,"1,030,000",1,"1,875,000",82.04%
BURNSIDE,LEAWOOD GARDENS,,,,,
BURNSIDE,LINDEN PARK,9,"940,000",4,"1,390,000",47.87%
BURNSIDE,MAGILL,38,"704,000",21,"682,000",-3.13%
BURNSIDE,MOUNT OSMOND,3,"640,000",1,"630,000",-1.56%
BURNSIDE,ROSE PARK,1,"1,350,000",1,"1,350,000",0.00%
BURNSIDE,ROSSLYN PARK,5,"1,262,500",6,"854,250",-32.34%
BURNSIDE,SKYE,1,"1,150,000",,,
BURNSIDE,ST GEORGES,5,"888,888",4,"1,230,000",38.38%
BURNSIDE,STONYFELL,2,"825,000",7,"859,500",4.18%
BURNSIDE,TOORAK GARDENS,10,"1,421,000",5,"1,425,000",0.28%
BURNSIDE,TUSMORE,2,"1,282,500",3,"1,660,000",29.43%
BURNSIDE,WATERFALL GULLY,1,"782,000",1,"762,000",-2.56%
BURNSIDE,WATTLE PARK,5,"905,000",5,"910,000",0.55%
CAMPBELLTOWN,ATHELSTONE,35,"482,000",34,"570,000",18.26%
CAMPBELLTOWN,CAMPBELLTOWN,36,"570,000",34,"545,000",-4.39%
CAMPBELLTOWN,HECTORVILLE,9,"585,000",5,"615,000",5.13%
CAMPBELLTOWN,MAGILL,38,"704,000",21,"682,000",-3.13%
CAMPBELLTOWN,NEWTON,14,"533,000",11,"588,000",10.32%
CAMPBELLTOWN,PARADISE,16,"560,000",21,"577,500",3.13%
CAMPBELLTOWN,ROSTREVOR,39,"612,500",23,"630,000",2.86%
CAMPBELLTOWN,TRANMERE,16,"700,000",6,"686,250",-1.96%
CHARLES STURT,ALBERT PARK,5,"395,000",8,"488,000",23.54%
CHARLES STURT,ALLENBY GARDENS,7,"590,000",6,"545,000",-7.63%
CHARLES STURT,ATHOL PARK,10,"405,000",6,"321,000",-20.74%
CHARLES STURT,BEVERLEY,6,"467,300",3,"517,500",10.74%
CHARLES STURT,BOWDEN,2,"491,000",,,
CHARLES STURT,BROMPTON,6,"546,000",13,"520,000",-4.76%
CHARLES STURT,CHELTENHAM,7,"537,500",6,"505,000",-6.05%
CHARLES STURT,CROYDON,2,"568,000",7,"636,000",11.97%
CHARLES STURT,DEVON PARK,,,2,"511,190",
CHARLES STURT,FINDON,10,"500,000",26,"537,500",7.50%
CHARLES STURT,FLINDERS PARK,15,"606,000",22,"610,000",0.66%
CHARLES STURT,FULHAM GARDENS,18,"680,000",19,"620,000",-8.82%
CHARLES STURT,GRANGE,4,"675,500",22,"775,000",14.73%
CHARLES STURT,HENDON,4,"392,250",3,"461,000",17.53%
CHARLES STURT,HENLEY BEACH,13,"887,500",15,"880,000",-0.85%
CHARLES STURT,HENLEY BEACH SOUTH,4,"1,050,000",6,"765,000",-27.14%
CHARLES STURT,HINDMARSH,1,"483,000",,,
CHARLES STURT,KIDMAN PARK,9,"625,000",5,"620,000",-0.80%
CHARLES STURT,KILKENNY,6,"562,500",1,"675,000",20.00%
CHARLES STURT,OVINGHAM,1,"601,000",3,"600,000",-0.17%
CHARLES STURT,PENNINGTON,4,"422,500",10,"431,000",2.01%
CHARLES STURT,RENOWN PARK,5,"471,250",10,"430,000",-8.75%
CHARLES STURT,RIDLEYTON,4,"491,000",,,
CHARLES STURT,ROSEWATER,19,"384,000",15,"375,000",-2.34%
CHARLES STURT,ROYAL PARK,9,"450,000",9,"440,000",-2.22%
CHARLES STURT,SEATON,30,"491,250",28,"522,500",6.36%
CHARLES STURT,SEMAPHORE PARK,9,"532,500",9,"580,000",8.92%
CHARLES STURT,ST CLAIR,2,"727,000",6,"627,500",-13.69%
CHARLES STURT,TENNYSON,4,"855,000",1,"1,300,000",52.05%
CHARLES STURT,WELLAND,1,"506,000",1,"600,000",18.58%
CHARLES STURT,WEST BEACH,13,"780,000",14,"904,000",15.90%
CHARLES STURT,WEST CROYDON,6,"525,000",16,"611,750",16.52%
CHARLES STURT,WEST HINDMARSH,4,"624,000",3,"682,000",9.29%
CHARLES STURT,WEST LAKES,17,"752,500",15,"830,000",10.30%
CHARLES STURT,WEST LAKES SHORE,9,"597,500",5,"585,000",-2.09%
CHARLES STURT,WOODVILLE,3,"895,000",4,"487,500",-45.53%
CHARLES STURT,WOODVILLE NORTH,8,"460,000",8,"418,000",-9.13%
CHARLES STURT,WOODVILLE PARK,6,"557,500",4,"602,500",8.07%
CHARLES STURT,WOODVILLE SOUTH,15,"551,000",12,"542,500",-1.54%
CHARLES STURT,WOODVILLE WEST,23,"482,330",10,"542,500",12.47%
GAWLER,BIBARINGA,,,,,
GAWLER,EVANSTON,8,"345,975",7,"287,500",-16.90%
GAWLER,EVANSTON GARDENS,6,"328,000",11,"328,500",0.15%
GAWLER,EVANSTON PARK,18,"390,000",21,"313,500",-19.62%
GAWLER,EVANSTON SOUTH,1,"343,000",,,
GAWLER,GAWLER,3,"408,500",3,"355,000",-13.10%
GAWLER,GAWLER EAST,26,"352,000",23,"385,000",9.38%
GAWLER,GAWLER SOUTH,12,"299,000",11,"354,000",18.39%
GAWLER,GAWLER WEST,5,"263,750",9,"260,000",-1.42%
GAWLER,HILLIER,,,,,
GAWLER,KUDLA,,,,,
GAWLER,REID,1,"552,500",3,"350,000",-36.65%
GAWLER,ULEYBURY,,,,,
GAWLER,WILLASTON,12,"287,500",15,"312,500",8.70%
HOLDFAST BAY,BRIGHTON,6,"686,000",10,"575,000",-16.18%
HOLDFAST BAY,GLENELG,1,"1,650,000",3,"990,000",-40.00%
HOLDFAST BAY,GLENELG EAST,5,"893,750",12,"760,000",-14.97%
HOLDFAST BAY,GLENELG NORTH,11,"703,750",15,"770,000",9.41%
HOLDFAST BAY,GLENELG SOUTH,3,"773,750",3,"1,200,000",55.09%
HOLDFAST BAY,HOVE,11,"608,000",5,"690,000",13.49%
HOLDFAST BAY,KINGSTON PARK,2,"607,750",1,"2,050,000",237.31%
HOLDFAST BAY,NORTH BRIGHTON,7,"1,105,000",4,"785,000",-28.96%
HOLDFAST BAY,SEACLIFF,10,"700,000",6,"675,000",-3.57%
HOLDFAST BAY,SEACLIFF PARK,10,"485,000",8,"551,100",13.63%
HOLDFAST BAY,SOMERTON PARK,14,"660,000",12,"765,000",15.91%
HOLDFAST BAY,SOUTH BRIGHTON,8,"561,000",9,"732,500",30.57%
MARION,ASCOT PARK,8,"506,500",9,"520,500",2.76%
MARION,BEDFORD PARK,2,"461,250",8,"505,000",9.49%
MARION,CLOVELLY PARK,11,"488,000",11,"475,000",-2.66%
MARION,DARLINGTON,5,"395,000",4,"500,000",26.58%
MARION,DOVER GARDENS,10,"554,000",4,"486,500",-12.18%
MARION,EDWARDSTOWN,12,"520,000",11,"574,000",10.38%
MARION,GLANDORE,9,"637,500",5,"625,000",-1.96%
MARION,GLENGOWRIE,11,"670,000",18,"670,000",0.00%
MARION,HALLETT COVE,53,"452,500",45,"462,750",2.27%
MARION,LONSDALE,,,,,
MARION,MARINO,8,"579,000",6,"775,000",33.85%
MARION,MARION,12,"535,000",13,"521,000",-2.62%
MARION,MITCHELL PARK,14,"465,000",12,"450,000",-3.23%
MARION,MORPHETTVILLE,13,"506,500",17,"556,500",9.87%
MARION,OAKLANDS PARK,9,"414,275",10,"530,000",27.93%
MARION,O'HALLORAN HILL,12,"401,000",13,"383,000",-4.49%
MARION,PARK HOLME,7,"480,000",18,"520,000",8.33%
MARION,PLYMPTON PARK,14,"570,000",15,"570,000",0.00%
MARION,SEACLIFF PARK,10,"485,000",8,"551,100",13.63%
MARION,SEACOMBE GARDENS,14,"463,000",13,"487,000",5.18%
MARION,SEACOMBE HEIGHTS,4,"637,750",9,"526,000",-17.52%
MARION,SEAVIEW DOWNS,9,"473,000",8,"565,268",19.51%
MARION,SHEIDOW PARK,23,"425,000",20,"456,000",7.29%
MARION,SOUTH PLYMPTON,25,"577,500",16,"570,000",-1.30%
MARION,STURT,14,"492,750",9,"460,000",-6.65%
MARION,TONSLEY,,,,,
MARION,TROTT PARK,11,"387,000",18,"423,750",9.50%
MARION,WARRADALE,15,"630,000",10,"605,000",-3.97%
MITCHAM,BEDFORD PARK,2,"461,250",8,"505,000",9.49%
MITCHAM,BELAIR,21,"624,500",9,"737,000",18.01%
MITCHAM,BELLEVUE HEIGHTS,13,"560,000",3,"565,000",0.89%
MITCHAM,BLACKWOOD,16,"634,500",17,"548,500",-13.55%
MITCHAM,BROWN HILL CREEK,,,,,
MITCHAM,CLAPHAM,5,"608,500",5,"748,000",22.93%
MITCHAM,CLARENCE GARDENS,11,"570,000",5,"592,500",3.95%
MITCHAM,COLONEL LIGHT GARDENS,10,"710,000",14,"751,500",5.85%
MITCHAM,COROMANDEL VALLEY,15,"568,278",12,"507,500",-10.70%
MITCHAM,CRAFERS WEST,4,"636,000",3,"580,000",-8.81%
MITCHAM,CRAIGBURN FARM,10,"697,500",15,"760,000",8.96%
MITCHAM,CUMBERLAND PARK,6,"800,750",9,"740,000",-7.59%
MITCHAM,DAW PARK,4,"592,000",11,"647,500",9.38%
MITCHAM,EDEN HILLS,10,"560,000",10,"550,000",-1.79%
MITCHAM,GLENALTA,6,"525,000",11,"542,625",3.36%
MITCHAM,HAWTHORN,5,"1,051,126",4,"961,000",-8.57%
MITCHAM,HAWTHORNDENE,16,"542,500",10,"555,000",2.30%
MITCHAM,KINGSWOOD,6,"755,000",8,"1,043,500",38.21%
MITCHAM,LEAWOOD GARDENS,,,,,
MITCHAM,LOWER MITCHAM,7,"760,500",9,"849,625",11.72%
MITCHAM,LYNTON,,,1,"880,000",
MITCHAM,MELROSE PARK,9,"530,000",3,"560,000",5.66%
MITCHAM,MITCHAM,7,"875,000",5,"994,625",13.67%
MITCHAM,NETHERBY,6,"950,000",1,"1,760,000",85.26%
MITCHAM,PANORAMA,6,"690,800",10,"540,000",-21.83%
MITCHAM,PASADENA,9,"546,000",12,"570,000",4.40%
MITCHAM,SPRINGFIELD,2,"1,262,500",,,
MITCHAM,ST MARYS,15,"513,000",7,"522,500",1.85%
MITCHAM,TORRENS PARK,14,"750,000",11,"720,000",-4.00%
MITCHAM,UPPER STURT,3,"630,000",6,"550,000",-12.70%
MITCHAM,URRBRAE,4,"807,500",6,"855,500",5.94%
MITCHAM,WESTBOURNE PARK,5,"881,000",5,"852,000",-3.29%
NORWOOD PAYNEHAM & ST PETERS,COLLEGE PARK,1,"810,000",2,"2,300,000",183.95%
NORWOOD PAYNEHAM & ST PETERS,EVANDALE,3,"780,000",4,"654,750",-16.06%
NORWOOD PAYNEHAM & ST PETERS,FELIXSTOW,6,"658,500",5,"572,500",-13.06%
NORWOOD PAYNEHAM & ST PETERS,FIRLE,5,"800,000",7,"775,000",-3.13%
NORWOOD PAYNEHAM & ST PETERS,GLYNDE,5,"560,000",6,"630,000",12.50%
NORWOOD PAYNEHAM & ST PETERS,HACKNEY,1,"867,000",2,"2,052,500",136.74%
NORWOOD PAYNEHAM & ST PETERS,HEATHPOOL,,,3,"949,000",
NORWOOD PAYNEHAM & ST PETERS,JOSLIN,3,"1,660,000",2,"1,516,000",-8.67%
NORWOOD PAYNEHAM & ST PETERS,KENSINGTON,3,"607,500",,,
NORWOOD PAYNEHAM & ST PETERS,KENT TOWN,,,,,
NORWOOD PAYNEHAM & ST PETERS,MARDEN,5,"700,000",2,"772,500",10.36%
NORWOOD PAYNEHAM & ST PETERS,MARRYATVILLE,1,"781,000",4,"902,000",15.49%
NORWOOD PAYNEHAM & ST PETERS,MAYLANDS,,,2,"715,000",
