City,Suburb,"Sales
3Q 2019","Median
3Q 2019","Sales
3Q 2020","Median
3Q 2020","Median
Change"
ADELAIDE,ADELAIDE,4,"838,500",3,"671,000",-19.98%
ADELAIDE,NORTH ADELAIDE,12,"1,165,000",8,"1,025,000",-12.02%
ADELAIDE HILLS,ALDGATE,10,"697,500",11,"730,000",4.66%
ADELAIDE HILLS,ASHTON,,,,,
ADELAIDE HILLS,BASKET RANGE,,,,,
ADELAIDE HILLS,BELAIR,18,"629,000",16,"665,000",5.72%
ADELAIDE HILLS,BRADBURY,,,1,"412,000",
ADELAIDE HILLS,BRIDGEWATER,21,"510,125",17,"525,000",2.92%
ADELAIDE HILLS,CAREY GULLY,,,,,
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHERRYVILLE,,,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,4,"641,000",3,"602,000",-6.08%
ADELAIDE HILLS,CRAFERS WEST,2,"805,000",4,"947,500",17.70%
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,GREENHILL,2,"561,500",1,"600,000",6.86%
ADELAIDE HILLS,HEATHFIELD,2,"625,000",,,
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,IRONBANK,,,1,"937,000",
ADELAIDE HILLS,LONGWOOD,2,"660,000",1,"570,000",-13.64%
ADELAIDE HILLS,MARBLE HILL,,,,,
ADELAIDE HILLS,MONTACUTE,,,,,
ADELAIDE HILLS,MOUNT GEORGE,,,,,
ADELAIDE HILLS,MYLOR,,,,,
ADELAIDE HILLS,NORTON SUMMIT,1,"504,000",2,"706,000",40.08%
ADELAIDE HILLS,PICCADILLY,1,"440,000",,,
ADELAIDE HILLS,ROSTREVOR,25,"620,000",24,"662,500",6.85%
ADELAIDE HILLS,SCOTT CREEK,,,,,
ADELAIDE HILLS,STIRLING,10,"800,000",14,"857,500",7.19%
ADELAIDE HILLS,STONYFELL,2,"1,200,000",3,"925,000",-22.92%
ADELAIDE HILLS,SUMMERTOWN,2,"530,000",3,"600,000",13.21%
ADELAIDE HILLS,TERINGIE,2,"669,500",,,
ADELAIDE HILLS,UPPER STURT,2,"603,000",3,"790,000",31.01%
ADELAIDE HILLS,URAIDLA,2,"621,508",5,"537,000",-13.60%
