City,Suburb,"Sales
1Q 2020","Median
1Q 2020","Sales
1Q 2021","Median
1Q 2021","Median
Change"
ADELAIDE,ADELAIDE,6,810000,8,1013000,0.2506
ADELAIDE,NORTH ADELAIDE,16,1370000,13,1410000,0.0292
ADELAIDE HILLS,ALDGATE,10,797500,14,875000,0.0972
ADELAIDE HILLS,ASHTON,,,1,940000,
ADELAIDE HILLS,BASKET RANGE,,,1,725000,
ADELAIDE HILLS,BELAIR,13,775000,15,810000,0.0452
ADELAIDE HILLS,BRADBURY,,,,,
ADELAIDE HILLS,BRIDGEWATER,13,505000,19,585000,0.1584
ADELAIDE HILLS,CAREY GULLY,1,970000,,,
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHERRYVILLE,,,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,7,795000,12,848000,0.0667
ADELAIDE HILLS,CRAFERS WEST,5,935000,4,702500,-0.2487
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,GREENHILL,2,699000,4,751000,0.0744
ADELAIDE HILLS,HEATHFIELD,1,580000,3,887500,0.5302
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,IRONBANK,,,1,580000,
ADELAIDE HILLS,LONGWOOD,,,1,750000,
ADELAIDE HILLS,MARBLE HILL,,,,,
ADELAIDE HILLS,MONTACUTE,,,,,
ADELAIDE HILLS,MOUNT GEORGE,,,,,
ADELAIDE HILLS,MYLOR,1,435000,,,
ADELAIDE HILLS,NORTON SUMMIT,,,,,
ADELAIDE HILLS,PICCADILLY,,,3,589750,
ADELAIDE HILLS,ROSTREVOR,36,628250,33,668800,0.0645
ADELAIDE HILLS,SCOTT CREEK,1,675000,,,
ADELAIDE HILLS,STIRLING,12,737500,13,865000,0.1729
ADELAIDE HILLS,STONYFELL,2,920000,4,1220094,0.3262
ADELAIDE HILLS,SUMMERTOWN,4,1283000,1,712500,-0.4447
ADELAIDE HILLS,TERINGIE,1,695000,5,830000,0.1942
ADELAIDE HILLS,UPPER STURT,4,515000,6,671500,0.3039
ADELAIDE HILLS,URAIDLA,1,550000,,,
ADELAIDE HILLS,WATERFALL GULLY,,,,,
ADELAIDE HILLS,WOODFORDE,2,684500,3,930000,0.3587
BURNSIDE,AULDANA,,,1,1155000,
BURNSIDE,BEAUMONT,7,880000,9,1200000,0.3636
BURNSIDE,BEULAH PARK,5,850000,2,1087500,0.2794
BURNSIDE,BURNSIDE,10,1110000,12,1107500,-0.0023
BURNSIDE,DULWICH,6,1130000,3,1260000,0.115
BURNSIDE,EASTWOOD,1,671000,4,847500,0.263
BURNSIDE,ERINDALE,6,1080000,1,1250000,0.1574
BURNSIDE,FREWVILLE,1,962500,3,945000,-0.0182
